McMahon_aband
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	Ta	Ta	Ta	Ta	W	W	W	W	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	
JP.A.L.1.20-40.16	TQ Powders	8/20/2018 12:00:52 PM	9.0465	0.0620	0.0022	5.7122	0.0099	14.44	0.03	767.3965	0.0052	24.19	0.03	2336.2230	0.00001	0.01716	0.00059	6.0673	0.0015	0.01400	0.00045	5.0581	0.00050	0.00251	0.00020	3.1053	0.00059	0.02752	0.00029	63.2786	0.00021	0.00253	0.00009	12.4150	0.00017	3191	5	2727.9971	0.1	25.0	0.4	57.8458	0.5	55.1	0.4	160.6206	0.4	11240	20	6638.9768	0.1	< 3.0	(0.0)	0.4275	3.0	19.1	0.6	26.6728	1.0	3.5	0.5	6.3724	0.7	6.6	0.3	16.9004	0.5	7.9	0.3	27.8857	0.5	< 0.5	(0.0)	0.0000	0.5	1.2	0.2	6.5912	0.3	< 0.5	(0.0)	0.0000	0.5	1.8	0.1	12.5659	0.2	8.1	0.1	110.5386	0.2	249.6	1.1	553.1954	0.3	8.0	0.3	20.2307	0.7	2.8	0.3	10.4804	0.8	0.7	0.2	2.7222	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.1)	2.0416	0.5	3.5	0.1	37.0463	0.8	2.0	0.2	5.4691	0.6	3.7	0.2	16.1722	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	4.3926	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	70.0218	1.5	< 1.6	(0.0)	22.7161	1.6	< 1.2	(0.0)	2.4754	1.2									2.5	0.4	5.3982	0.7	< 0.7	(0.0)	2.0181	0.7	< 0.7	(0.0)	0.0000	0.7	4.1	0.3	12.7449	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.E.1.20-40.16	TQ Powders	8/20/2018 12:14:40 PM	9.0921	0.0727	0.0025	5.8494	0.0098	13.74	0.03	707.8463	0.0052	23.56	0.03	2217.4288	0.00001	0.01005	0.00038	5.2098	0.0015	0.01208	0.00042	4.3569	0.00049	0.00229	0.00019	2.9386	0.00058	0.02613	0.00028	58.6704	0.00020	0.00185	0.00008	9.2002	0.00017	2454	4	2042.5671	0.1	21.2	0.3	48.8857	0.5	41.3	0.4	117.3741	0.4	9821	15	5658.0450	0.1	< 3.0	(0.0)	0.3437	3.0	17.5	0.6	24.2813	1.0	4.3	0.5	7.7076	0.7	5.4	0.3	13.5889	0.5	7.7	0.3	26.6280	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	1.7	0.1	11.9296	0.2	7.5	0.1	101.7009	0.2	275.1	1.1	603.0657	0.2	7.3	0.3	18.4215	0.7	3.3	0.3	11.5581	0.9	0.8	0.2	3.0435	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.9962	0.5	3.4	0.1	36.5965	0.8	2.0	0.2	5.4094	0.6	4.1	0.2	17.2016	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	0.0000	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	78.1587	1.5	< 1.6	(0.0)	21.6892	1.6	< 1.2	(0.0)	2.0619	1.2									2.5	0.3	5.3708	0.7	< 0.7	(0.0)	2.9652	0.7	< 0.3	(0.3)	0.9131	0.3	5.8	0.3	17.7520	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.E.3.20-40.16	TQ Powders	8/20/2018 12:28:29 PM	8.8344	0.02568	0.00097	5.1653	0.010	15.17	0.03	804.5252	0.0051	23.79	0.03	2307.4155	0.00001	0.01590	0.00056	5.8359	0.0015	0.01414	0.00045	5.1715	0.00049	0.00464	0.00025	4.5103	0.00058	0.02127	0.00026	50.4242	0.00021	0.00240	0.00009	12.3453	0.00016	3376	5	2979.7996	0.1	23.3	0.3	55.8022	0.5	52.9	0.4	159.3469	0.4	11530	20	7040.4643	0.1	< 3.0	(0.0)	0.2522	3.0	17.6	0.6	25.3822	1.0	6.1	0.5	11.3897	0.7	17.7	0.4	46.5676	0.5	8.9	0.3	31.9799	0.5	< 0.5	(0.0)	0.0000	0.5	1.6	0.2	8.7768	0.3	< 0.5	(0.0)	0.0000	0.5	2.6	0.1	18.8550	0.2	4.6	0.1	64.1011	0.2	239.2	1.0	541.5068	0.3	7.7	0.3	19.7362	0.7	2.3	0.2	9.1243	0.8	0.6	0.1	2.3926	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.1	0.1	36.3236	0.8	2.6	0.2	7.0168	0.6	3.9	0.2	17.1824	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	5.3556	0.7	< 1.0	(0.0)	7.8598	1.0	< 1.5	(0.0)	33.2491	1.5	< 1.6	(0.0)	19.8538	1.6	< 1.2	(0.0)	3.3695	1.2									2.0	0.3	4.6204	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	2.9	0.3	9.3821	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.L.4.10-20.16	TQ Powders	8/20/2018 12:50:44 PM	8.9533	0.01783	0.00069	5.0514	0.010	13.98	0.03	732.0324	0.0053	24.12	0.03	2320.8574	0.00001	0.01644	0.00052	6.6422	0.0015	0.02151	0.00051	7.6903	0.00046	0.00285	0.00022	3.3180	0.00059	0.02308	0.00027	53.3174	0.00021	0.00333	0.00010	15.3609	0.00016	2957	5	2536.8697	0.1	19.6	0.3	47.1935	0.5	48.3	0.4	141.3467	0.4	10640	20	6318.7520	0.1	< 3.0	(0.0)	0.0298	3.0	16.8	0.6	23.8927	1.0	2.5	0.5	4.5382	0.7	5.4	0.3	13.9821	0.5	7.3	0.3	26.0377	0.5	0.8	0.3	2.0755	0.5	1.7	0.2	9.0864	0.3	< 0.5	(0.0)	0.0000	0.5	2.8	0.1	19.7418	0.2	4.5	0.1	62.4329	0.2	299.9	1.2	667.5546	0.1	6.9	0.3	17.8847	0.7	3.3	0.3	11.7039	0.9	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.7677	0.3	4.2	0.1	38.3261	0.8	2.4	0.2	6.4415	0.6	3.6	0.2	15.7872	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	9.8670	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	26.7960	1.5	< 1.6	(0.0)	21.3704	1.6	< 1.2	(0.0)	1.6981	1.2									2.2	0.3	4.9454	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.1	(0.1)	0.3674	0.1	3.4	0.3	10.8639	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.L.4.20-40.16	TQ Powders	8/20/2018 1:05:40 PM	8.9089	< 0.0020	(0.0)	4.0286	0.0020	14.23	0.03	753.3883	0.0053	24.53	0.03	2398.0233	0.00001	0.01824	0.00063	6.0070	0.0015	0.01755	0.00048	6.4290	0.00048	0.00443	0.00025	4.3568	0.00058	0.02238	0.00027	52.7703	0.00021	0.00232	0.00009	12.0983	0.00016	3428	5	3008.5089	0.1	23.9	0.4	56.4146	0.5	56.3	0.4	168.4372	0.4	12030	20	7299.3730	0.1	< 3.0	(0.0)	0.2413	3.0	17.5	0.6	25.1571	1.0	5.5	0.5	10.2358	0.7	6.1	0.3	15.9067	0.5	8.6	0.3	30.6068	0.5	0.9	0.3	2.2422	0.5	0.6	0.2	3.2779	0.3	< 0.5	(0.0)	0.0000	0.5	3.4	0.1	24.4633	0.2	4.6	0.1	63.7575	0.2	226.7	1.0	508.6170	0.3	7.0	0.3	18.0676	0.7	1.4	0.2	6.6747	0.8	0.9	0.2	3.4302	0.4	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.4396	0.5	4.1	0.1	38.2528	0.8	2.7	0.2	7.4549	0.6	4.3	0.2	18.2533	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	4.5943	0.7	< 1.0	(0.0)	9.4486	1.0	< 1.5	(0.0)	30.1539	1.5	< 1.6	(0.0)	21.3162	1.6	< 1.2	(0.0)	2.6344	1.2									2.5	0.3	5.5402	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	4.8	0.3	15.0923	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.L.2.20-40.16	TQ Powders	8/20/2018 1:20:35 PM	9.0848	0.0716	0.0025	5.8217	0.010	15.86	0.04	846.7600	0.0051	23.37	0.03	2288.1858	0.00001	0.00597	0.00020	6.1691	0.0015	0.01680	0.00047	6.3997	0.00049	0.00194	0.00018	2.7955	0.00058	0.03452	0.00032	83.2688	0.00022	0.00279	0.00009	15.5550	0.00018	4139	6	3742.9328	0.1	21.2	0.4	54.4852	0.3	83.5	0.5	256.7208	0.4	16790	20	10432.0377	0.1	< 3.0	(0.0)	1.3787	3.0	21.7	0.6	30.6401	1.0	8.7	0.5	15.9168	0.7	8.1	0.3	21.0509	0.5	13.9	0.3	47.8225	0.5	< 0.5	(0.5)	1.2038	0.5	2.3	0.2	12.5832	0.3	< 0.5	(0.0)	0.0000	0.5	3.0	0.1	21.4111	0.2	15.1	0.1	204.6036	0.2	389.2	1.3	863.6375	0.1	11.1	0.3	26.6826	0.7	3.0	0.3	10.8283	1.0	0.6	0.1	2.4145	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.9833	0.5	2.7	0.1	35.5522	0.8	2.8	0.2	7.5268	0.6	3.6	0.2	16.0022	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	6.2087	0.7	< 1.0	(0.0)	5.7652	1.0	16.8	0.6	103.1580	8.3	< 1.6	(0.0)	19.3430	1.6	< 1.2	(0.0)	2.9529	1.2									2.7	0.4	5.8852	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.2264	0.7	8.6	0.3	26.6892	0.5	< 0.5	(0.0)	0.0000	0.5	
JP.A.E.2.20-40.16	TQ Powders	8/20/2018 1:35:29 PM	9.0220	0.0495	0.0018	5.5114	0.010	14.40	0.03	760.0393	0.0052	24.12	0.03	2337.8265	0.00001	0.00613	0.00023	5.4552	0.0015	0.00805	0.00043	3.0816	0.00051	0.00374	0.00023	3.8988	0.00059	0.02681	0.00029	62.5264	0.00021	0.00230	0.00009	11.9721	0.00017	3486	5	3029.0674	0.1	24.5	0.4	58.8461	0.5	62.0	0.4	183.3941	0.4	12380	20	7423.4256	0.1	< 3.0	(0.0)	0.2005	3.0	17.8	0.6	25.1909	1.0	5.6	0.5	10.2548	0.7	5.8	0.3	15.0564	0.5	9.9	0.3	34.3931	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.2	(0.2)	1.5036	0.2	< 0.5	(0.0)	0.0000	0.5	2.2	0.1	15.3872	0.2	11.5	0.1	157.0697	0.2	335.9	1.2	743.7055	0.1	9.3	0.3	22.6239	0.7	3.2	0.3	11.4845	0.9	0.5	0.1	1.9962	0.5	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.7356	0.3	2.4	0.1	34.8600	0.8	2.6	0.2	6.9868	0.6	3.7	0.2	16.2656	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	13.1233	0.7	< 1.0	(0.0)	7.6029	1.0	< 8.5	(2.0)	84.0141	8.5	< 1.6	(0.0)	20.9306	1.6	< 1.2	(0.0)	1.6540	1.2									2.1	0.4	4.5209	0.7	< 0.7	(0.0)	2.6564	0.7	< 0.7	(0.0)	0.0000	0.7	7.0	0.3	21.8027	0.4	< 0.5	(0.0)	0.0000	0.5	
JP.A.E.4.20-40.16	TQ Powders	8/20/2018 1:50:25 PM	9.0597	0.0291	0.0011	5.2160	0.010	15.69	0.04	839.1927	0.0051	23.76	0.03	2318.7148	0.00001	0.01421	0.00049	6.0439	0.0015	0.01459	0.00045	5.4395	0.00051	0.00410	0.00025	4.1804	0.00059	0.02529	0.00028	60.3251	0.00022	0.00219	0.00008	12.5504	0.00017	3864	6	3439.0397	0.1	23.5	0.4	57.0150	0.3	74.9	0.5	226.8294	0.4	15180	20	9307.4349	0.1	< 3.0	(0.0)	0.0000	3.0	21.4	0.6	30.0763	1.0	7.3	0.5	13.4124	0.7	7.2	0.3	18.6859	0.5	11.8	0.3	40.8062	0.5	< 0.5	(0.0)	0.0000	0.5	1.9	0.2	10.2625	0.3	< 0.5	(0.0)	0.0000	0.5	4.7	0.1	33.3786	0.2	7.0	0.1	95.1060	0.2	279.8	1.1	619.4131	0.2	9.4	0.3	22.8641	0.7	2.7	0.3	10.2169	0.9	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.2690	0.5	3.6	0.1	37.1851	0.8	2.7	0.2	7.1667	0.6	3.3	0.2	14.9410	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	9.2746	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	48.7412	1.5	< 1.6	(0.0)	19.9154	1.6	< 1.2	(0.0)	2.5199	1.2									3.0	0.4	6.5944	0.7	< 0.7	(0.0)	1.6765	0.7	< 0.7	(0.0)	0.0000	0.7	5.5	0.3	17.1211	0.4	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.2.10-20.04	TQ Powders	8/20/2018 2:05:24 PM	9.0856	0.0330	0.0013	5.2769	0.010	16.81	0.04	919.3194	0.0049	23.13	0.03	2294.5943	0.00001	0.00834	0.00021	9.2995	0.0015	0.03628	0.00062	13.6515	0.00041	0.00724	0.00030	6.3570	0.00057	0.03984	0.00035	98.0777	0.00026	0.09703	0.00041	402.9541	0.00017	8876	10	8139.0185	0.1	36.8	0.3	92.7955	0.3	41.0	0.4	126.0563	0.4	15500	20	9609.4778	0.1	< 3.0	(0.0)	0.9320	3.0	21.2	0.6	30.1120	1.0	3.3	0.5	6.0634	0.7	25.1	0.4	65.0379	0.5	28.4	0.4	95.5391	0.5	< 0.5	(0.0)	0.0000	0.5	3.6	0.2	18.9378	0.3	1.5	0.1	9.1053	0.3	11.1	0.2	78.5064	0.2	15.2	0.1	205.0486	0.2	607.2	1.7	1302.5856	0.1	28.1	0.4	60.4390	0.7	3.8	0.3	12.5976	1.1	1.0	0.2	3.3171	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5854	0.5	3.8	0.1	37.0366	0.8	2.8	0.3	6.8537	0.7	3.8	0.2	15.4390	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.9	0.3	26.2195	3.0	< 1.0	(0.0)	9.9146	1.0	< 1.5	(0.0)	26.2195	1.5	< 1.6	(0.0)	20.5151	1.6	1.6	0.2	4.9367	1.2									2.2	0.4	4.9367	0.7	< 0.7	(0.0)	4.5987	0.7	< 0.7	(0.0)	0.0000	0.7	5.6	0.4	17.4117	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.2.40-60.04	TQ Powders	8/20/2018 2:20:21 PM	8.9981	< 0.0020	(0.0)	4.7494	0.0020	19.06	0.04	1076.7230	0.0040	21.32	0.03	2130.3962	0.00001	< 0.00030	(0.0)	8.5777	0.00030	0.03088	0.00058	12.0670	0.00043	0.00352	0.00024	3.9658	0.00056	0.03257	0.00033	83.5992	0.00027	0.02264	0.00021	101.9456	0.00019	10040	10	9626.5864	0.1	39.8	0.3	106.5335	0.3	37.8	0.4	120.7027	0.4	18040	20	11645.4092	0.1	< 11	(0.0)	1.5330	10	23.0	0.6	33.2296	1.0	3.5	0.5	6.4810	0.7	28.9	0.4	76.1861	0.5	29.8	0.4	102.0466	0.6	1.8	0.3	4.8317	0.5	5.0	0.2	26.7381	0.3	0.9	0.2	5.3392	0.3	15.0	0.2	108.2950	0.2	10.6	0.1	144.8022	0.2	804.1	1.9	1747.7241	0.1	30.9	0.5	66.9236	0.8	4.5	0.4	14.4642	1.3	1.0	0.2	3.4699	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5993	0.5	3.8	0.1	37.0126	0.8	2.8	0.3	7.0518	0.7	4.0	0.2	16.2303	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	14.5	0.7	48.9521	3.0	< 1.0	(0.0)	6.6041	1.0	< 1.5	(0.0)	32.9083	1.5	< 1.6	(0.0)	29.3178	1.6	< 1.2	(0.0)	3.0555	1.2									2.4	0.4	5.3286	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.4	(0.4)	1.1207	0.4	6.4	0.4	20.1619	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.3.40-60.04	TQ Powders	8/20/2018 2:35:17 PM	9.1184	0.1114	0.0037	6.4718	0.010	19.20	0.04	1090.9618	0.0040	21.07	0.03	2114.5601	0.00001	< 0.00030	(0.0)	8.9981	0.00030	0.03008	0.00057	11.9717	0.00045	0.00344	0.00023	3.9230	0.00056	0.03260	0.00033	84.3126	0.00027	0.05336	0.00031	235.9947	0.00019	10250	10	9895.1956	0.1	36.2	0.4	98.2078	0.5	42.4	0.4	136.1433	0.5	20090	20	13021.4343	0.1	< 3.0	(0.0)	1.3861	3.0	24.9	0.7	35.5705	1.0	4.8	0.5	8.8606	0.7	30.9	0.5	80.7267	0.5	36.3	0.5	122.6094	0.6	1.0	0.3	2.4844	0.6	4.8	0.2	25.7289	0.3	1.2	0.2	7.6238	0.3	17.9	0.2	127.8128	0.2	14.2	0.1	191.9378	0.2	785.4	1.9	1692.4766	0.1	34.0	0.5	72.8148	0.8	4.5	0.4	14.5654	1.3	1.1	0.2	3.7157	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.4895	0.5	5.4	0.1	39.8568	0.8	2.6	0.3	6.5396	0.7	4.3	0.2	17.1664	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.1675	0.5	14.2	0.7	48.2170	2.9	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	27.3969	1.5	< 1.6	(0.0)	19.2993	1.6	< 1.2	(0.0)	3.1668	1.2									2.6	0.4	5.6405	0.7	< 0.7	(0.0)	4.7555	0.7	< 0.7	(0.0)	0.0000	0.7	10.8	0.4	33.6299	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.4.40-60.04	TQ Powders	8/20/2018 2:50:13 PM	9.0471	0.0814	0.0028	6.0148	0.010	18.46	0.04	1050.4176	0.0034	20.89	0.03	2124.6881	0.00001	< 0.00030	(0.0)	8.2969	0.00030	0.02592	0.00054	10.4985	0.00047	0.00473	0.00025	4.8705	0.00056	0.03358	0.00033	88.1217	0.00027	0.06816	0.00034	304.7063	0.00018	10040	10	9842.3978	0.1	36.5	0.4	100.5900	0.5	40.4	0.4	131.7772	0.5	20670	20	13602.6477	0.1	< 3.0	(0.0)	0.9482	3.0	23.5	0.7	34.0075	1.0	1.2	0.5	2.2305	0.7	31.7	0.5	83.5963	0.5	38.4	0.5	130.6528	0.6	1.0	0.3	2.6615	0.6	5.4	0.3	29.1585	0.3	1.5	0.2	9.5471	0.3	21.3	0.2	152.9473	0.2	17.2	0.2	233.3972	0.2	803.1	1.9	1740.9353	0.1	37.0	0.5	79.7646	0.8	5.6	0.4	17.3143	1.3	0.7	0.2	2.5619	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5619	0.5	4.2	0.1	37.8464	0.8	2.2	0.3	5.3960	0.7	4.4	0.2	17.4999	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	15.8	0.7	51.7820	2.9	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	32.8712	1.5	< 1.6	(0.0)	22.2945	1.6	< 1.3	(0.4)	3.8361	1.3									2.8	0.4	6.2821	0.7	< 0.7	(0.0)	4.7412	0.7	< 0.7	(0.0)	0.0000	0.7	10.6	0.4	33.3933	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.1.40-60.04	TQ Powders	8/20/2018 3:05:09 PM	9.0408	0.0843	0.0029	6.0592	0.0099	19.40	0.04	1093.4189	0.0033	21.01	0.03	2085.5784	0.00001	< 0.00030	(0.0)	8.9461	0.00030	0.03099	0.00058	12.1856	0.00044	0.00350	0.00024	3.9508	0.00056	0.03538	0.00034	90.6697	0.00027	0.02279	0.00021	102.4836	0.00020	10370	10	9929.0661	0.1	40.5	0.4	106.2986	0.3	38.0	0.4	121.0430	0.5	18330	20	11782.6910	0.1	< 3.0	(0.0)	0.8869	3.0	22.3	0.6	32.0985	1.0	< 0.3	(0.3)	0.5913	0.3	27.9	0.4	73.2564	0.5	32.3	0.4	109.7051	0.6	< 0.5	(0.0)	0.0000	0.5	3.9	0.2	21.0119	0.3	0.9	0.2	5.5222	0.3	15.0	0.2	107.3505	0.2	10.5	0.1	142.6800	0.2	710.5	1.8	1534.8940	0.1	32.9	0.5	70.6277	0.7	4.2	0.4	13.8222	1.2	0.8	0.2	2.7743	0.5	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.8224	0.5	4.8	0.1	38.8156	0.8	2.3	0.3	5.6966	0.7	3.8	0.2	15.5238	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.5166	0.5	13.3	0.7	46.1521	3.0	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	33.4890	1.5	< 1.6	(0.0)	23.4615	1.6	< 1.2	(0.0)	2.0273	1.2									2.9	0.4	6.3458	0.7	< 0.7	(0.0)	6.2508	0.7	< 0.7	(0.0)	0.0000	0.7	9.1	0.4	28.5825	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.4.20-40.04	TQ Powders	8/20/2018 3:20:05 PM	8.8805	0.0918	0.0031	6.1643	0.010	18.80	0.04	1053.9206	0.0045	21.64	0.03	2150.5871	0.00001	0.00211	0.00005	9.7604	0.0014	0.03139	0.00058	12.1981	0.00043	0.00609	0.00028	5.6997	0.00056	0.03814	0.00035	96.8123	0.00026	0.1060	0.0004	454.0613	0.00016	9259	10	8766.4022	0.1	35.0	0.3	93.1332	0.3	38.4	0.4	121.6232	0.4	15540	20	9934.0426	0.1	< 3.0	(0.0)	0.2506	3.0	21.6	0.6	31.4175	1.0	< 0.5	(0.0)	0.0000	0.5	23.4	0.4	62.2607	0.5	25.1	0.4	86.8601	0.6	< 0.5	(0.0)	0.0000	0.5	3.3	0.2	17.9275	0.3	1.2	0.1	7.4759	0.3	15.4	0.2	111.8354	0.2	14.0	0.1	194.0283	0.2	709.3	1.8	1550.7732	0.1	28.2	0.4	61.9076	0.7	5.1	0.4	16.2785	1.2	0.9	0.2	3.1817	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	4.1	0.1	37.6255	0.8	3.0	0.3	7.4116	0.7	4.5	0.2	17.7584	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	5.7	0.4	30.0289	3.0	< 1.0	(0.0)	6.8937	1.0	< 1.5	(0.0)	30.7565	1.5	< 1.6	(0.0)	24.7142	1.6	< 1.2	(0.0)	2.1822	1.2									3.0	0.4	6.6093	0.7	< 0.7	(0.0)	5.2206	0.7	< 0.7	(0.0)	0.0000	0.7	7.3	0.4	23.2838	0.5	< 0.5	(0.0)	0.0000	0.5	
Eu.E1.3.20-40.04	TQ Powders	8/20/2018 3:35:01 PM	8.8274	0.0764	0.0027	5.9465	0.010	18.87	0.04	1072.2961	0.0044	21.39	0.03	2151.9742	0.00001	0.00811	0.00019	9.9534	0.0014	0.03330	0.00059	13.1372	0.00043	0.00419	0.00026	4.4439	0.00056	0.03342	0.00033	86.3577	0.00027	0.08876	0.00039	387.6797	0.00017	9703	10	9352.5364	0.1	36.2	0.3	96.0903	0.3	40.9	0.4	131.6810	0.5	16280	20	10571.5320	0.1	< 3.0	(0.0)	1.1172	3.0	20.8	0.6	30.5761	1.0	3.0	0.5	5.6599	0.7	23.4	0.4	62.7542	0.5	26.6	0.4	92.7295	0.6	< 0.5	(0.0)	0.0000	0.5	2.8	0.2	15.7465	0.3	1.2	0.1	7.6098	0.3	15.8	0.2	115.9066	0.2	13.1	0.1	182.4973	0.2	640.1	1.7	1411.0119	0.1	28.7	0.4	63.3347	0.7	4.0	0.4	13.5094	1.2	1.0	0.2	3.3282	0.5	< 0.2	(0.2)	0.5772	0.2	0.7	0.1	3.7458	0.5	3.9	0.1	37.3966	0.8	2.6	0.3	6.5459	0.7	4.0	0.2	16.2850	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.6896	0.5	5.5	0.4	29.8067	3.0	< 1.0	(0.0)	6.9635	1.0	< 1.5	(0.0)	27.2154	1.5	< 1.6	(0.0)	20.9637	1.6	1.2	0.2	4.6164	1.1									2.8	0.4	6.3766	0.7	< 0.7	(0.0)	5.2278	0.7	< 0.7	(0.0)	0.0000	0.7	8.0	0.4	25.6750	0.5	< 0.5	(0.0)	0.0000	0.5	
